strain	virus	accession	date	region	country	state	division	city	db	segment	authors	url	title	journal	paper_url
OQ721798	wnv	OQ721798	2005-07-21	North America	USA	CA	CA/Sacramento			genome					
OQ721799	wnv	OQ721799	2016-05-19	North America	USA	CA	CA/Sacramento			genome					
OQ721800	wnv	OQ721800	2008-08-12	North America	USA	CA	CA/Sacramento			genome					
OQ721801	wnv	OQ721801	2014-06-15	North America	USA	CA	CA/Sacramento			genome					
OQ721802	wnv	OQ721802	2012-07-12	North America	USA	CA	CA/Sacramento			genome					
OQ721804	wnv	OQ721804	2015-09-03	North America	USA	CA	CA/San-Diego			genome					
OQ721805	wnv	OQ721805	2005-07-24	North America	USA	MN	MN/Ramsey			genome					
OQ721806	wnv	OQ721806	2018-07-12	North America	USA	IL	IL/Cook			genome					
OQ721807	wnv	OQ721807	2010-09-28	North America	USA	CA	CA/Yolo			genome					
OQ721808	wnv	OQ721808	2005-07-12	North America	USA	WA	MN/Washington			genome					
OQ721809	wnv	OQ721809	2013-08-19	North America	USA	CO	CO/Larimer			genome					
OQ721810	wnv	OQ721810	2018-08-06	North America	USA	CO	CO/Larimer			genome					
OQ721811	wnv	OQ721811	2018-07-31	North America	USA	OH	OH/Williams			genome					
OQ721812	wnv	OQ721812	2005-07-27	North America	USA	MN	MN/Stearns			genome					
OQ721813	wnv	OQ721813	2018-07-31	North America	USA	OH	OH/Williams			genome					
OQ721814	wnv	OQ721814	2017-07-24	North America	USA	IA	IA/Polk			genome					
OQ721815	wnv	OQ721815	2016-07-20	North America	USA	IA	IA/Polk			genome					
OQ721816	wnv	OQ721816	2017-08-11	North America	USA	LA	LA/West-Baton-Rouge			genome					
OQ721817	wnv	OQ721817	2016-08-25	North America	USA	IA	IA/Story			genome					
OQ721818	wnv	OQ721818	2018-08-13	North America	USA	NH	NH/Hillsborough			genome					
OQ721819	wnv	OQ721819	2017-06-23	North America	USA	CA	CA/Lake			genome					
OQ721820	wnv	OQ721820	2005-09-01	North America	USA	CA	CA/Kern			genome					
OQ721821	wnv	OQ721821	2017-07-31	North America	USA	IA	IA/Story			genome					
OQ721822	wnv	OQ721822	2018-07-24	North America	USA	OH	OH/Montgomery			genome					
OQ721823	wnv	OQ721823	2014-09-07	North America	USA	CA	CA/Sacramento			genome					
OQ721824	wnv	OQ721824	2016-08-08	North America	USA	CO	CO/Larimer			genome					
OQ721825	wnv	OQ721825	2018-08-20	North America	USA	CO	CO/Larimer			genome					
OQ721826	wnv	OQ721826	2018-07-26	North America	USA	IL	IL/Cook			genome					
OQ721827	wnv	OQ721827	2020-08-18	North America	USA	IA	IA/Polk			genome					
OQ721828	wnv	OQ721828	2016-08-05	North America	USA	CA	CA/Yolo			genome					
OQ721829	wnv	OQ721829	2009-08-13	North America	USA	CA	CA/Sacramento			genome					
OQ721830	wnv	OQ721830	2004-07-23	North America	USA	CA	CA/Sacramento			genome					
OQ721831	wnv	OQ721831	2005-07-30	North America	USA	CA	CA/Sacramento			genome					
OQ721832	wnv	OQ721832	2016-05-16	North America	USA	CA	CA/San-Diego			genome					
OQ721833	wnv	OQ721833	2011-08-09	North America	USA	CA	CA/Sacramento			genome					
OQ721834	wnv	OQ721834	2013-08-19	North America	USA	CA	CA/Yolo			genome					
OQ721835	wnv	OQ721835	2016-08-13	North America	USA	IA	IA/Polk			genome					
OQ721836	wnv	OQ721836	2012-06-21	North America	USA	CA	CA/Sacramento			genome					
OQ721837	wnv	OQ721837	2018-08-14	North America	USA	WA	WA/Pierce			genome					
OQ721838	wnv	OQ721838	2008-09-23	North America	USA	CA	CA/San-Diego			genome					
OQ721840	wnv	OQ721840	2015-09-24	North America	USA	CA	CA/Sacramento			genome					
OQ721841	wnv	OQ721841	2007-10-25	North America	USA	CA	CA/San-Diego			genome					
OQ721842	wnv	OQ721842	2017-08-01	North America	USA	LA	LA/Ouachita			genome					
OQ721843	wnv	OQ721843	2005-08-20	North America	USA	CA	CA/Sacramento			genome					
OQ721844	wnv	OQ721844	2005-08-29	North America	USA	CA	CA/Kern			genome					
OQ721845	wnv	OQ721845	2016-09-12	North America	USA	IA	IA/Story			genome					
OQ721846	wnv	OQ721846	2013-08-26	North America	USA	CO	CO/Larimer			genome					
OQ721847	wnv	OQ721847	2007-07-06	North America	USA	CA	CA/Sacramento			genome					
OQ721848	wnv	OQ721848	2004-07-03	North America	USA	MN	MN/Hennepin			genome					
OQ721849	wnv	OQ721849	2013-07-22	North America	USA	CO	CO/Larimer			genome					
OQ721850	wnv	OQ721850	2017-08-28	North America	USA	IA	IA/Polk			genome					
OQ721851	wnv	OQ721851	2005-08-03	North America	USA	CA	CA/Yolo			genome					
OQ721852	wnv	OQ721852	2012-06-07	North America	USA	CA	CA/Sacramento			genome					
OQ721853	wnv	OQ721853	2004-07-01	North America	USA	MN	MN/Waseca			genome					
OQ721854	wnv	OQ721854	2018-09-13	North America	USA	NH	NH/Rockingham			genome					
OQ721855	wnv	OQ721855	2017-10-05	North America	USA	NH	NH/Rockingham			genome					
OQ721856	wnv	OQ721856	2015-09-09	North America	USA	CA	CA/Sacramento			genome					
OQ721857	wnv	OQ721857	2002-08-15	North America	USA	MN	MN/Otter-Tail			genome					
OQ721858	wnv	OQ721858	2020-09-02	North America	USA	IA	IA/O'Brien			genome					
OQ721859	wnv	OQ721859	2017-07-24	North America	USA	IA	IA/O'Brien			genome					
OR605719	wnv	OR605719	2020-06-09	North America	USA	FL	FL/Miami-Dade			genome					
OR605720	wnv	OR605720	2020-06-09	North America	USA	FL	FL/Miami-Dade			genome					
Yale-WNV0001	wnv	Yale-WNV0001	2016-07-06	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0002	wnv	Yale-WNV0002	2016-07-26	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0003	wnv	Yale-WNV0003	2016-07-26	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0004	wnv	Yale-WNV0004	2016-07-26	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0005	wnv	Yale-WNV0005	2016-07-26	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0006	wnv	Yale-WNV0006	2016-07-26	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0007	wnv	Yale-WNV0007	2016-07-26	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0008	wnv	Yale-WNV0008	2016-07-26	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0017	wnv	Yale-WNV0017	2016-08-03	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0018	wnv	Yale-WNV0018	2016-08-04	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0019	wnv	Yale-WNV0019	2016-08-04	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0020	wnv	Yale-WNV0020	2016-08-04	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0021	wnv	Yale-WNV0021	2016-08-04	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0022	wnv	Yale-WNV0022	2016-08-04	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0023	wnv	Yale-WNV0023	2016-08-04	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0024	wnv	Yale-WNV0024	2016-08-08	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0025	wnv	Yale-WNV0025	2016-08-08	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0026	wnv	Yale-WNV0026	2016-08-08	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0027	wnv	Yale-WNV0027	2016-08-08	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0028	wnv	Yale-WNV0028	2016-08-08	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0029	wnv	Yale-WNV0029	2016-08-08	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0030	wnv	Yale-WNV0030	2016-08-08	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0031	wnv	Yale-WNV0031	2016-08-09	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0032	wnv	Yale-WNV0032	2016-08-09	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0033	wnv	Yale-WNV0033	2016-08-09	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0034	wnv	Yale-WNV0034	2016-08-09	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0035	wnv	Yale-WNV0035	2016-08-09	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0036	wnv	Yale-WNV0036	2016-08-09	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0037	wnv	Yale-WNV0037	2016-08-09	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0038	wnv	Yale-WNV0038	2016-08-09	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0039	wnv	Yale-WNV0039	2016-08-09	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0040	wnv	Yale-WNV0040	2016-08-10	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0041	wnv	Yale-WNV0041	2016-08-10	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0042	wnv	Yale-WNV0042	2016-08-10	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0043	wnv	Yale-WNV0043	2016-08-15	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0044	wnv	Yale-WNV0044	2016-08-16	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0045	wnv	Yale-WNV0045	2016-08-16	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0046	wnv	Yale-WNV0046	2016-08-16	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0047	wnv	Yale-WNV0047	2016-08-17	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0048	wnv	Yale-WNV0048	2016-08-17	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0049	wnv	Yale-WNV0049	2016-08-17	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0050	wnv	Yale-WNV0050	2016-08-17	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0051	wnv	Yale-WNV0051	2016-08-17	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0052	wnv	Yale-WNV0052	2016-08-17	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0053	wnv	Yale-WNV0053	2016-08-17	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0054	wnv	Yale-WNV0054	2016-08-17	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0055	wnv	Yale-WNV0055	2016-08-18	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0056	wnv	Yale-WNV0056	2016-08-18	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0057	wnv	Yale-WNV0057	2016-08-18	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0060	wnv	Yale-WNV0060	2016-08-22	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0061	wnv	Yale-WNV0061	2016-08-22	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0062	wnv	Yale-WNV0062	2016-08-22	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0063	wnv	Yale-WNV0063	2016-08-22	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0064	wnv	Yale-WNV0064	2016-08-22	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0065	wnv	Yale-WNV0065	2016-08-22	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0067	wnv	Yale-WNV0067	2016-08-23	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0068	wnv	Yale-WNV0068	2016-08-23	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0069	wnv	Yale-WNV0069	2016-08-23	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0070	wnv	Yale-WNV0070	2016-08-23	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0071	wnv	Yale-WNV0071	2016-08-24	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0072	wnv	Yale-WNV0072	2016-08-24	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0073	wnv	Yale-WNV0073	2016-08-25	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0074	wnv	Yale-WNV0074	2016-08-25	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0075	wnv	Yale-WNV0075	2016-08-29	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0076	wnv	Yale-WNV0076	2016-08-29	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0077	wnv	Yale-WNV0077	2016-08-29	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0078	wnv	Yale-WNV0078	2016-08-30	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0079	wnv	Yale-WNV0079	2016-08-30	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0080	wnv	Yale-WNV0080	2016-08-30	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0081	wnv	Yale-WNV0081	2016-08-30	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0082	wnv	Yale-WNV0082	2016-08-31	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0083	wnv	Yale-WNV0083	2016-08-31	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0084	wnv	Yale-WNV0084	2016-09-01	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0085	wnv	Yale-WNV0085	2016-09-06	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0086	wnv	Yale-WNV0086	2016-09-07	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0087	wnv	Yale-WNV0087	2016-09-07	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0088	wnv	Yale-WNV0088	2016-09-07	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0089	wnv	Yale-WNV0089	2016-09-08	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0090	wnv	Yale-WNV0090	2016-09-08	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0091	wnv	Yale-WNV0091	2016-09-12	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0092	wnv	Yale-WNV0092	2016-09-12	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0093	wnv	Yale-WNV0093	2016-09-12	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0094	wnv	Yale-WNV0094	2016-09-12	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0095	wnv	Yale-WNV0095	2016-09-12	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0096	wnv	Yale-WNV0096	2016-09-13	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0097	wnv	Yale-WNV0097	2016-09-13	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0098	wnv	Yale-WNV0098	2016-09-13	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0099	wnv	Yale-WNV0099	2016-09-13	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0100	wnv	Yale-WNV0100	2016-09-14	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0101	wnv	Yale-WNV0101	2016-09-14	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0102	wnv	Yale-WNV0102	2016-09-14	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0103	wnv	Yale-WNV0103	2016-09-14	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0104	wnv	Yale-WNV0104	2016-09-15	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0105	wnv	Yale-WNV0105	2016-09-19	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0106	wnv	Yale-WNV0106	2016-09-20	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0107	wnv	Yale-WNV0107	2016-09-20	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0108	wnv	Yale-WNV0108	2016-09-20	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0109	wnv	Yale-WNV0109	2016-09-20	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0110	wnv	Yale-WNV0110	2016-09-21	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0111	wnv	Yale-WNV0111	2016-09-21	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0112	wnv	Yale-WNV0112	2016-09-21	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0113	wnv	Yale-WNV0113	2016-09-21	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0114	wnv	Yale-WNV0114	2016-09-22	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0115	wnv	Yale-WNV0115	2016-09-22	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0116	wnv	Yale-WNV0116	2016-09-22	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0117	wnv	Yale-WNV0117	2016-09-22	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0118	wnv	Yale-WNV0118	2016-09-27	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0119	wnv	Yale-WNV0119	2016-09-28	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0120	wnv	Yale-WNV0120	2017-06-29	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0121	wnv	Yale-WNV0121	2017-07-12	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0122	wnv	Yale-WNV0122	2017-07-18	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0123	wnv	Yale-WNV0123	2017-07-18	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0124	wnv	Yale-WNV0124	2017-07-18	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0125	wnv	Yale-WNV0125	2017-07-19	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0126	wnv	Yale-WNV0126	2017-07-19	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0127	wnv	Yale-WNV0127	2017-07-20	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0129	wnv	Yale-WNV0129	2017-07-24	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0130	wnv	Yale-WNV0130	2017-07-27	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0131	wnv	Yale-WNV0131	2017-07-27	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0132	wnv	Yale-WNV0132	2017-07-27	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0133	wnv	Yale-WNV0133	2017-07-31	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0134	wnv	Yale-WNV0134	2017-07-31	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0135	wnv	Yale-WNV0135	2017-07-31	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0136	wnv	Yale-WNV0136	2017-07-31	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0137	wnv	Yale-WNV0137	2017-08-02	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0138	wnv	Yale-WNV0138	2017-08-02	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0140	wnv	Yale-WNV0140	2017-08-02	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0141	wnv	Yale-WNV0141	2017-08-02	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0142	wnv	Yale-WNV0142	2017-08-02	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0143	wnv	Yale-WNV0143	2017-08-02	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0144	wnv	Yale-WNV0144	2017-08-03	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0145	wnv	Yale-WNV0145	2017-08-03	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0146	wnv	Yale-WNV0146	2017-08-03	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0147	wnv	Yale-WNV0147	2017-08-03	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0148	wnv	Yale-WNV0148	2017-08-03	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0149	wnv	Yale-WNV0149	2017-08-07	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0150	wnv	Yale-WNV0150	2017-08-08	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0151	wnv	Yale-WNV0151	2017-08-09	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0152	wnv	Yale-WNV0152	2017-08-09	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0153	wnv	Yale-WNV0153	2017-08-10	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0154	wnv	Yale-WNV0154	2017-08-10	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0155	wnv	Yale-WNV0155	2017-08-14	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0158	wnv	Yale-WNV0158	2017-08-15	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0159	wnv	Yale-WNV0159	2017-08-15	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0160	wnv	Yale-WNV0160	2017-08-15	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0161	wnv	Yale-WNV0161	2017-08-15	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0162	wnv	Yale-WNV0162	2017-08-15	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0163	wnv	Yale-WNV0163	2017-08-15	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0164	wnv	Yale-WNV0164	2017-08-16	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0165	wnv	Yale-WNV0165	2017-08-16	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0166	wnv	Yale-WNV0166	2017-08-16	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0167	wnv	Yale-WNV0167	2017-08-16	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0168	wnv	Yale-WNV0168	2017-08-16	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0169	wnv	Yale-WNV0169	2017-08-16	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0170	wnv	Yale-WNV0170	2017-08-16	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0171	wnv	Yale-WNV0171	2017-08-16	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0172	wnv	Yale-WNV0172	2017-08-16	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0173	wnv	Yale-WNV0173	2017-08-16	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0174	wnv	Yale-WNV0174	2017-08-17	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0175	wnv	Yale-WNV0175	2017-08-17	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0176	wnv	Yale-WNV0176	2017-08-17	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0177	wnv	Yale-WNV0177	2017-08-21	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0178	wnv	Yale-WNV0178	2017-08-21	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0179	wnv	Yale-WNV0179	2017-08-21	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0180	wnv	Yale-WNV0180	2017-08-21	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0182	wnv	Yale-WNV0182	2017-08-22	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0183	wnv	Yale-WNV0183	2017-08-22	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0184	wnv	Yale-WNV0184	2017-08-23	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0185	wnv	Yale-WNV0185	2017-08-23	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0186	wnv	Yale-WNV0186	2017-08-23	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0187	wnv	Yale-WNV0187	2017-08-23	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0188	wnv	Yale-WNV0188	2017-08-23	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0189	wnv	Yale-WNV0189	2017-08-23	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0190	wnv	Yale-WNV0190	2017-08-23	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0192	wnv	Yale-WNV0192	2017-08-24	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0193	wnv	Yale-WNV0193	2017-08-24	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0194	wnv	Yale-WNV0194	2017-08-24	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0195	wnv	Yale-WNV0195	2017-08-24	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0196	wnv	Yale-WNV0196	2017-08-24	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0198	wnv	Yale-WNV0198	2017-08-28	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0199	wnv	Yale-WNV0199	2017-08-28	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0200	wnv	Yale-WNV0200	2017-08-28	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0201	wnv	Yale-WNV0201	2017-08-28	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0202	wnv	Yale-WNV0202	2017-08-29	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0203	wnv	Yale-WNV0203	2017-08-30	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0204	wnv	Yale-WNV0204	2017-08-30	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0205	wnv	Yale-WNV0205	2017-08-31	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0206	wnv	Yale-WNV0206	2017-08-31	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0207	wnv	Yale-WNV0207	2017-08-31	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0208	wnv	Yale-WNV0208	2017-08-31	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0209	wnv	Yale-WNV0209	2017-08-31	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0211	wnv	Yale-WNV0211	2017-09-06	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0212	wnv	Yale-WNV0212	2017-09-06	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0213	wnv	Yale-WNV0213	2017-09-12	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0214	wnv	Yale-WNV0214	2017-09-12	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0215	wnv	Yale-WNV0215	2017-09-14	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0216	wnv	Yale-WNV0216	2017-09-14	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0217	wnv	Yale-WNV0217	2017-09-18	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0218	wnv	Yale-WNV0218	2017-09-20	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0219	wnv	Yale-WNV0219	2017-09-20	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0220	wnv	Yale-WNV0220	2017-09-21	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0221	wnv	Yale-WNV0221	2017-10-05	North America	USA	CT	CT/Hartford			genome					
Yale-WNV0222	wnv	Yale-WNV0222	2018-06-18	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0223	wnv	Yale-WNV0223	2018-06-19	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0224	wnv	Yale-WNV0224	2018-07-09	North America	USA	CT	CT/New-Haven			genome					
Yale-WNV0225	wnv	Yale-WNV0225	2018-07-09	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0226	wnv	Yale-WNV0226	2018-07-10	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0227	wnv	Yale-WNV0227	2018-07-10	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0228	wnv	Yale-WNV0228	2018-07-11	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0229	wnv	Yale-WNV0229	2018-07-11	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0230	wnv	Yale-WNV0230	2018-07-11	North America	USA	CT	CT/Fairfield			genome					
Yale-WNV0231	wnv	Yale-WNV0231	2018-07-12	North America	USA	CT	CT/New-Haven			genome					
